Open,High,Low,Close,SMA_20,EMA_20,RSI,MACD,MACD_signal,Date
871.1111197101134,887.3556161149639,871.0704688096862,883.98486328125,873.5518218994141,870.6721329849731,53.49883022472618,-6.304241328975422,-7.382950758747607,2014-04-01
889.3860454737131,894.2593936680896,877.6291127844844,882.1775512695312,872.1629058837891,871.7678871073119,52.861115216909475,-4.6146305406055035,-6.829286715119187,2014-04-02
882.4210154550499,886.1369027710665,872.1666814518558,879.8421630859375,870.4287994384765,872.5368657719429,51.99856510096049,-3.424571794669532,-6.148343731029256,2014-04-03
882.0761734467334,888.1678597274429,865.0194518607468,868.6135864257812,868.3596435546875,872.1632201199275,47.94754235779354,-3.34889004017748,-5.588452992858901,2014-04-04
865.0600921477217,879.6191626908533,861.2425759695276,874.6849365234375,866.842807006836,872.4033835869285,50.20641611177931,-2.7671070049057107,-5.024183795268263,2014-04-07
873.9538633054251,878.0149872055433,854.8665809748699,869.242919921875,866.797119140625,872.1023870473996,48.18782965406391,-2.713881085032085,-4.562123253221028,2014-04-09
869.2428506079201,872.5932775583525,859.0088390253953,863.4557495117188,866.2793212890625,871.2788977582871,46.06670414128076,-3.1029070655991973,-4.270280015696662,2014-04-10
860.1462173378306,883.2539773793171,852.8361928278774,878.8680419921875,865.9676483154296,872.0016733996109,52.112294102880945,-2.142868111013513,-3.844797634760033,2014-04-11
885.7311258516066,917.0017799967574,882.9086645604198,914.8696899414062,868.0631896972657,876.0843416416867,62.645573847344885,1.5056456426425484,-2.774708979279517,2014-04-15
919.4384294431608,919.4384294431608,887.0306416498663,891.9446411132812,869.2155334472657,877.5948463532671,54.43472279830416,2.5182306355123956,-1.7161210563211347,2014-04-16
901.5696280218842,904.4124151372686,870.177116189431,902.747314453125,871.2643768310547,879.9903195056346,57.27637875419459,4.144620390534669,-0.543972766949974,2014-04-17
901.5693327507876,910.8692650373249,898.0361754656562,902.280029296875,874.9670989990234,882.1131490095622,57.11046263433652,5.334348928124427,0.6316915720649062,2014-04-21
907.2346592348348,913.7121313503751,901.5287609204478,901.995849609375,877.2585845947266,884.0067395428778,57.00231891941607,6.183012520359966,1.7419557617239185,2014-04-22
906.1992166421967,911.2756219051572,893.8940896036125,899.0313720703125,879.0201049804688,885.437656926443,55.81497600857382,6.5409756733215545,2.701759744043446,2014-04-23
899.0313720703125,899.0313720703125,899.0313720703125,899.0313720703125,880.2617980957032,886.7322964639544,55.81497600857384,6.746890101729605,3.510785815580678,2014-04-24
904.4125367110446,907.6614367082104,890.685914393307,895.57958984375,881.4517242431641,887.5748958334588,54.28793208317934,6.555975586235377,4.119823769711618,2014-04-25
895.5794323704262,902.6660744134596,885.3657444596735,889.9345092773438,883.4386260986328,887.7996209233526,51.79231718947176,5.881366896875761,4.472132395144447,2014-04-28
887.761633521918,896.0260598428893,884.0659713258881,891.112060546875,885.469189453125,888.1150913636881,52.28506305385068,5.379738915067946,4.653653699129148,2014-04-29
887.3959732798484,895.7212749315894,885.7308732900983,889.0609741210938,887.2377960205079,888.205175435822,51.301447985646085,4.7617985430472345,4.675282667912765,2014-04-30
885.832668845281,901.5288733811084,885.832668845281,896.87890625,888.7668060302734,889.0312450371722,54.79245766876966,4.847044420914699,4.709635018513152,2014-05-02
897.8334829111191,905.2247101539981,895.1327754531559,899.0111694335938,889.5181213378906,889.9817140273076,55.72470272066638,5.0286905971839815,4.773446134247318,2014-05-05
899.0109714396762,902.219318786693,889.3861276956894,893.00048828125,890.0592681884766,890.2692163372068,52.44175496182496,4.6342144257301925,4.745599792543893,2014-05-06
889.8128392711209,894.6658639599382,869.1214266138797,879.4569702148438,890.0400085449219,889.2394786112675,45.88248339567371,3.191945734242722,4.4348689808836586,2014-05-07
879.2741242548982,886.0561824875155,872.187382529615,878.0354614257812,890.5111022949219,888.1724293555069,45.242850057365125,1.9121909787161258,3.9303333804501523,2014-05-08
873.9539219731093,887.233778188253,873.9539219731093,877.1621704101562,890.6349639892578,887.1238332654734,44.82938285843044,0.818078528225783,3.307882410005279,2014-05-09
874.3602328197074,879.9239543692937,862.2377347535626,876.9390869140625,891.0197723388671,886.1538574224819,44.716959512593235,-0.0662507478094767,2.6330557784423276,2014-05-12
879.5585293113846,909.2859464075456,879.5585293113846,897.8944702148438,892.7417083740235,887.2720110217545,55.90380650347797,0.9133081823996463,2.289106259233791,2014-05-13
899.2951254067922,908.7575627518695,893.8939106073911,899.985595703125,893.7975860595703,888.4828286104564,56.84232532011643,1.8371742415157541,2.198719855690184,2014-05-14
899.9858262110503,903.6001873008353,881.7309925465181,890.6654663085938,892.5873748779297,888.6906988674219,51.57370674318372,1.7965783618691376,2.118291556925975,2014-05-15
893.4675605667005,915.1335965291943,852.9375252530045,877.50732421875,891.8655090332031,887.6256155675484,45.20349008235057,0.6946462853280764,1.8335625026063953,2014-05-16
873.1418365124438,877.2029613334319,812.0219079565727,827.1292724609375,888.0846069335937,881.8640590812045,29.950350463912518,-4.195368972247138,0.6277762076356886,2014-05-19
823.5959923492686,877.2028320879784,823.5959923492686,839.9216918945312,884.9666900634766,877.869547920569,35.868110111952994,-6.958289131231595,-0.8894368601377681,2014-05-20
837.078762846527,848.3687060987037,834.8857957979743,845.8711547851562,882.1604553222656,874.8220819076726,38.471489775238936,-8.569072396924753,-2.4253639674951653,2014-05-21
851.5163192859364,862.5828840650192,842.7240239924346,857.689208984375,880.0933471679688,873.1903797245013,43.387665881022585,-8.790678069004002,-3.698426787796933,2014-05-22
860.5520217813971,872.7353916036915,851.2114382509714,864.1663818359375,878.35009765625,872.3309513541619,45.93727249571982,-8.347424529693399,-4.628226336176226,2014-05-23
872.7357339531377,881.1016908389142,866.4816413171307,874.7662963867188,877.3094329833984,872.5628889763102,49.912763266173386,-7.059441541513934,-5.114469377243768,2014-05-26
877.2637445601597,887.193273002514,860.146144933021,865.6083374023438,876.0931243896484,871.9005507311705,46.71648922147961,-6.700438019140847,-5.431663105623184,2014-05-27
869.0805455726318,876.6951531565041,861.95325304442,873.3650512695312,875.2057739257813,872.0400269729191,49.65707978099808,-5.72403998777213,-5.4901384820529735,2014-05-28
871.1110130883883,885.3249457028842,867.1310921266244,877.182373046875,874.6118438720703,872.5297742180577,51.087703632226145,-4.589308852891577,-5.3099725562206945,2014-05-29
876.7154869103153,880.0455888288296,865.0803069228332,869.6288452148438,873.2493408203125,872.2534952653706,48.170644317747794,-4.250535296746648,-5.098085104325885,2014-05-30
870.7050080778407,876.2890537219967,859.3541860345185,864.9585571289062,871.5467102050782,871.5587392523739,46.40629609112999,-4.309233864494331,-4.940314856359575,2014-06-02
864.9583850410137,868.2681608685469,854.9476566251443,864.4507446289062,870.1192230224609,870.8817873834722,46.208113960959196,-4.3466239518807015,-4.821576675463801,2014-06-03
865.0195417670067,867.0094531661117,843.4955813380624,848.470458984375,868.5698974609375,868.7473751549867,40.36601044370257,-5.601164625016281,-4.977494265374297,2014-06-04
845.9728360730561,859.4963005690056,839.8404987678971,854.5214233398438,867.3941955566406,867.3925226011635,43.28974118916544,-6.037537914643394,-5.189502995228117,2014-06-05
861.0815510320996,864.2181842757727,842.979668711392,854.5624389648438,866.264208984375,866.1706098738949,43.31003011985624,-6.307350067033326,-5.413072409589159,2014-06-06
855.6900670179745,868.4003650905942,852.8199997112539,866.6783447265625,865.751171875,866.218965574149,49.102756654615625,-5.480351720340877,-5.426528271739503,2014-06-09
867.1703083288705,886.0102295229185,867.1703083288705,884.8621826171875,865.0995574951172,867.9945100544384,56.31718273416095,-3.319401825300247,-5.005102982451652,2014-06-10
887.6706041826541,907.7610705128851,876.6823291085726,904.8704833984375,865.3438018798828,871.5065075157715,62.599183067392175,0.007581793823305816,-4.002566027196661,2014-06-11
922.1117164961514,924.1617647764897,895.3791069405432,917.3351440429688,866.6772857666016,875.8711395659808,65.89013991936713,3.608438392485823,-2.4803651432601646,2014-06-12
917.601311932532,918.01132145529,895.8913277224891,907.5765991210938,868.1807495117188,878.8907071426582,61.33951805537708,5.610041108297082,-0.8622838929487153,2014-06-13
906.1206549476298,933.5707606510557,906.1206549476298,930.6187133789062,873.3552215576171,883.8171839270628,67.11479501529566,8.95243364856401,1.10065961535383,2014-06-16
